,year,avr_temp
0,2000,60.708173913043474
1,2001,60.92017608695648
2,2002,61.03406521739127
3,2003,60.72953913043479
4,2004,60.80541304347828
5,2005,60.65535434782607
6,2006,60.93088478260867
7,2007,61.190639130434725
8,2008,60.7865586956522
9,2009,61.01325434782604
10,2010,61.34952826086955
11,2011,60.7025847826087
12,2012,60.984865217391274
13,2013,62.688535106383
