date,latitude,longitude,depth,mag,net,updated,place,country,depthError
2004-05-04T05:04:58.350Z,37.506,96.758,13.5,5.5,us,2020-01-04T03:08:50.581Z,northern Qinghai, China,16.9
2003-04-17T00:48:38.580Z,37.529,96.476,14,6.4,us,2020-01-04T02:22:37.198Z,northern Qinghai, China,
2012-06-29T21:07:33.860Z,43.433,84.7,18,6.3,us,2017-10-11T20:09:32.314Z,northern Xinjiang, China,
2011-11-01T00:21:28.090Z,43.648,82.437,28,5.6,us,2020-01-04T09:29:41.484Z,northern Xinjiang, China,
2007-07-20T10:06:52.040Z,42.913,82.378,10,5.6,us,2020-01-04T05:28:34.796Z,northern Xinjiang, China,
2012-08-11T12:34:35.900Z,38.389,46.745,12,6.2,us,2017-10-11T20:11:11.887Z,northwestern Iran,Iran,
2012-08-11T12:23:18.190Z,38.329,46.826,11,6.4,us,2017-10-11T20:10:59.371Z,northwestern Iran,Iran,
2012-03-12T06:06:40.640Z,36.741,73.152,11,5.6,us,2017-10-11T20:00:47.620Z,northwestern Kashmir,Kashmir,
2002-11-20T21:32:30.810Z,35.414,74.515,33,6.3,us,2020-01-04T02:03:24.389Z,northwestern Kashmir,Kashmir,
2012-12-14T10:36:01.590Z,31.095,-119.66,13,6.3,us,2017-02-07T18:05:57.858Z,off the west coast of Baja California,US,
2004-02-09T01:24:40.630Z,24.897,-112.393,10,5.5,us,2016-11-10T00:25:45.023Z,offshore Baja California Sur, Mexico,
2011-11-06T03:53:10.000Z,35.532,-96.765,5.2,5.7,us,2020-02-06T21:20:11.225Z,Oklahoma,US,
2009-02-20T03:48:48.520Z,34.203,73.9,12,5.5,us,2020-01-04T06:50:02.691Z,Pakistan,Pakistan,
2005-10-23T15:04:20.890Z,34.854,73.042,10,5.5,us,2020-02-06T20:52:53.095Z,Pakistan,Pakistan,
2005-10-19T02:33:28.310Z,34.751,73.037,5,5.6,us,2020-01-04T04:17:35.346Z,Pakistan,Pakistan,
2005-10-09T08:30:01.100Z,34.67,73.182,7,5.7,us,2020-01-04T04:15:59.958Z,Pakistan,Pakistan,
2005-10-08T21:13:32.080Z,34.71,73.199,12,5.7,us,2020-01-04T04:15:46.342Z,Pakistan,Pakistan,
2005-10-08T12:25:20.180Z,34.771,73.12,10,5.7,us,2020-01-04T04:15:32.829Z,Pakistan,Pakistan,
2005-10-08T12:08:27.850Z,34.593,73.187,10,5.6,us,2020-01-04T04:15:17.853Z,Pakistan,Pakistan,
2005-10-08T10:46:28.790Z,34.733,73.1,8,6.4,us,2020-01-04T04:14:54.479Z,Pakistan,Pakistan,
2005-10-08T05:26:05.120Z,34.755,73.152,10,5.5,us,2020-01-04T04:14:41.268Z,Pakistan,Pakistan,
2005-10-08T04:26:11.200Z,34.65,73.125,10,5.7,us,2020-01-04T04:14:14.595Z,Pakistan,Pakistan,
2005-10-08T04:02:24.660Z,34.515,73.323,10,5.6,us,2020-01-04T04:14:01.862Z,Pakistan,Pakistan,
2005-10-08T04:01:20.330Z,34.712,73.239,10,5.6,us,2020-01-04T04:13:48.666Z,Pakistan,Pakistan,
2005-10-08T03:58:36.280Z,34.353,73.477,10,5.8,us,2020-01-04T04:13:34.487Z,Pakistan,Pakistan,
2005-10-08T03:58:12.780Z,34.994,73.781,10,5.7,us,2020-01-04T04:13:21.297Z,Pakistan,Pakistan,
2005-10-08T03:57:19.830Z,34.238,73.579,10,5.9,us,2020-01-04T04:13:05.950Z,Pakistan,Pakistan,
2005-10-08T03:50:40.800Z,34.539,73.588,26,7.6,us,2020-02-06T20:51:01.211Z,Pakistan,Pakistan,
2004-02-14T10:30:22.180Z,34.774,73.216,11,5.5,us,2020-02-06T20:35:51.187Z,Pakistan,Pakistan,
2009-12-24T00:23:31.700Z,42.245,134.719,392,6.3,us,2018-07-05T14:35:56.326Z,Primor'ye, Russia,
2008-06-29T20:53:04.890Z,45.156,137.446,326,6,us,2016-11-10T01:58:06.214Z,Primor'ye, Russia,
2007-03-09T03:22:42.760Z,43.224,133.526,441.2,6,us,2020-01-04T05:09:11.658Z,Primor'ye, Russia,
2003-08-31T23:08:00.260Z,43.393,132.267,481.1,6.2,us,2020-01-04T02:41:51.332Z,Primor'ye, Russia,
2002-02-01T21:55:20.990Z,45.464,136.719,355.5,5.9,us,2020-01-04T01:26:16.103Z,Primor'ye, Russia,
2004-10-27T20:34:36.810Z,45.787,26.622,95.8,5.9,us,2020-01-04T03:26:21.492Z,Romania,,
2008-08-16T04:01:08.600Z,52.272,98.207,12.1,5.7,us,2016-11-10T02:00:15.063Z,Russia-Mongolia border region,,9.5
2009-12-24T00:23:31.000Z,42.126,135.008,395,5.7,iscgem,2016-08-18T14:33:44.869Z,Sea of Japan,,
2007-07-16T14:17:37.340Z,36.808,134.85,350.4,6.8,us,2020-01-04T05:28:01.299Z,Sea of Japan,,
2006-09-16T02:22:50.620Z,41.364,135.697,367.2,5.9,us,2016-11-10T01:28:16.231Z,Sea of Japan,,3.9
2005-10-23T10:08:14.740Z,37.377,134.556,380.7,5.9,us,2016-11-10T01:13:26.096Z,Sea of Japan,,
2000-06-06T21:16:42.400Z,36.829,135.464,10,5.9,us,2020-02-06T20:08:31.997Z,Sea of Japan,,
2010-11-03T00:56:55.400Z,43.76,20.73,0.9,5.5,us,2020-01-04T08:24:00.165Z,Serbia,Serbia,
2006-03-27T02:50:26.370Z,32.602,132.157,34.8,5.5,us,2020-02-06T20:54:59.964Z,Shikoku, Japan,
2001-04-25T14:40:06.040Z,32.824,132.023,33,5.7,us,2020-02-06T20:19:03.092Z,Shikoku, Japan,
2008-08-05T09:49:17.260Z,32.756,105.494,6,6,us,2020-01-04T06:26:19.439Z,Sichuan-Gansu border region, China,
2008-08-01T08:32:43.650Z,32.033,104.722,11,5.7,us,2020-01-04T06:25:37.426Z,Sichuan-Gansu border region, China,
2008-07-24T07:09:30.090Z,32.747,105.542,10,5.7,us,2020-01-04T06:24:55.496Z,Sichuan-Gansu border region, China,
2008-07-23T19:54:44.160Z,32.752,105.498,4,5.5,us,2020-01-04T06:24:42.433Z,Sichuan-Gansu border region, China,
2008-05-27T08:37:51.510Z,32.71,105.54,10,5.7,us,2020-01-04T06:19:04.819Z,Sichuan-Gansu border region, China,
2008-05-25T08:21:49.990Z,32.56,105.423,18,6.1,us,2020-01-04T06:18:27.044Z,Sichuan-Gansu border region, China,
2008-05-17T17:08:25.480Z,32.24,104.982,9,5.8,us,2020-01-04T06:16:43.164Z,Sichuan-Gansu border region, China,
2006-10-26T14:28:37.310Z,38.649,15.39,212,5.8,us,2020-01-04T04:54:04.668Z,Sicily, Italy,
2004-05-05T13:39:43.860Z,38.507,14.814,228.9,5.5,us,2020-01-04T03:09:03.500Z,Sicily, Italy,
2009-08-03T17:59:56.170Z,29.039,-112.903,10,6.9,us,2020-01-04T07:03:47.885Z,Sonora, Mexico,
2012-04-16T11:23:43.380Z,36.632,21.475,29,5.8,us,2017-10-11T20:05:30.530Z,southern Greece,Greece,
2008-06-21T11:36:23.900Z,36.06,21.82,5,5.6,us,2016-11-10T01:57:42.782Z,southern Greece,Greece,
2008-06-08T12:25:29.710Z,37.963,21.525,16,6.4,us,2020-02-06T21:04:25.432Z,southern Greece,Greece,
2008-02-20T18:27:06.000Z,36.288,21.775,9.9,6.2,us,2016-11-10T01:52:05.500Z,southern Greece,Greece,5.3
2008-02-14T12:08:55.790Z,36.345,21.863,28,6.5,us,2020-01-04T06:03:27.579Z,southern Greece,Greece,
2008-02-14T10:09:22.720Z,36.501,21.67,29,6.9,us,2020-02-06T21:03:09.561Z,southern Greece,Greece,
2008-01-06T05:14:20.180Z,37.216,22.693,75,6.2,us,2020-02-06T21:02:29.618Z,southern Greece,Greece,
2006-01-08T11:34:55.640Z,36.311,23.212,66,6.7,us,2020-02-06T20:53:54.514Z,southern Greece,Greece,
2004-03-01T00:35:58.050Z,37.136,22.116,9.4,5.6,us,2020-01-04T03:02:03.108Z,southern Greece,Greece,3.7
2002-12-02T04:58:55.190Z,37.747,21.087,10,5.7,us,2020-02-06T20:27:39.798Z,southern Greece,Greece,
2002-05-21T20:53:29.700Z,36.627,24.274,97.1,5.9,us,2020-01-04T01:38:55.984Z,southern Greece,Greece,
2001-09-16T02:00:47.390Z,37.244,21.873,10,5.5,us,2020-02-06T20:21:01.916Z,southern Greece,Greece,
2000-05-24T05:40:37.740Z,36.042,22.012,33,5.7,us,2016-11-09T22:35:51.024Z,southern Greece,Greece,
2002-11-01T15:09:00.810Z,41.726,14.875,10,5.8,us,2020-01-04T02:00:43.871Z,southern Italy,Greece,
2002-10-31T10:32:58.770Z,41.789,14.872,10,5.9,us,2020-02-06T20:26:33.487Z,southern Italy,Greece,
2010-06-03T05:35:44.760Z,33.335,96.15,24.2,5.5,us,2020-01-04T08:03:09.043Z,southern Qinghai, China,10.6
2010-05-29T02:29:48.640Z,33.165,96.07,7,5.8,us,2020-01-04T08:01:52.035Z,southern Qinghai, China,
2010-04-14T01:25:15.580Z,33.195,96.449,7.6,6.1,us,2020-01-04T07:55:51.308Z,southern Qinghai, China,12.2
2010-04-13T23:49:38.330Z,33.165,96.548,17,6.9,us,2020-02-06T21:14:11.007Z,southern Qinghai, China,
2006-07-19T09:53:07.250Z,32.974,96.208,15.7,5.5,us,2020-01-04T04:42:09.389Z,southern Qinghai, China,
2002-06-29T06:54:43.490Z,34.132,94.495,33,5.6,us,2020-01-04T01:44:32.992Z,southern Qinghai, China,
2001-11-18T21:59:52.530Z,35.726,93.691,10,5.6,us,2020-01-04T01:15:55.762Z,southern Qinghai, China,
2001-11-14T09:45:15.250Z,35.726,93.384,10,5.6,us,2017-04-13T22:14:49.198Z,southern Qinghai, China,
2001-11-14T09:26:10.010Z,35.946,90.541,10,7.8,us,2020-02-06T20:22:25.353Z,southern Qinghai, China,
2001-07-25T16:02:52.030Z,33.165,95.6,33,5.5,us,2016-11-09T23:04:04.387Z,southern Qinghai, China,
2000-09-12T00:27:58.620Z,35.389,99.343,10,6.1,us,2020-01-04T00:07:54.771Z,southern Qinghai, China,
2012-03-08T22:50:08.410Z,39.383,81.307,38,5.9,us,2017-10-11T20:00:28.654Z,southern Xinjiang, China,
2011-08-11T10:06:29.350Z,39.955,77.028,10,5.6,us,2020-01-04T09:17:28.702Z,southern Xinjiang, China,
2003-09-01T23:16:35.050Z,38.599,75.325,10,5.7,us,2020-01-04T02:42:22.181Z,southern Xinjiang, China,
2003-05-04T15:44:35.560Z,39.43,77.219,10,5.8,us,2020-01-04T02:23:52.802Z,southern Xinjiang, China,
2003-03-12T04:47:51.310Z,39.362,77.426,10,5.7,us,2020-01-04T02:18:05.133Z,southern Xinjiang, China,
2003-02-24T02:03:41.450Z,39.61,77.23,11,6.3,us,2020-01-04T02:15:26.099Z,southern Xinjiang, China,
2002-12-25T12:57:03.200Z,39.57,75.254,10,5.7,us,2020-01-04T02:06:58.061Z,southern Xinjiang, China,
2002-11-09T02:18:11.540Z,45.003,37.768,10,5.5,us,2020-01-04T02:02:19.181Z,southwestern Russia, Russia,
2005-12-11T15:54:13.900Z,57.439,120.761,10,5.6,us,2017-04-13T22:19:41.624Z,southwestern Sakha, Russia,
2005-11-10T19:29:54.140Z,57.47,120.586,6,5.9,us,2017-04-13T22:19:35.309Z,southwestern Sakha, Russia,
2012-02-26T06:17:19.760Z,51.708,95.991,12,6.7,us,2017-10-11T20:00:05.386Z,southwestern Siberia, Russia,
2011-12-27T15:21:56.840Z,51.842,95.911,15,6.6,us,2020-01-04T09:36:07.978Z,southwestern Siberia, Russia,
2003-10-01T01:03:25.240Z,50.211,87.721,10,6.7,us,2020-01-04T02:47:01.845Z,southwestern Siberia, Russia,
2003-09-27T18:52:46.980Z,50.091,87.765,10,6.4,us,2020-01-04T02:46:03.248Z,southwestern Siberia, Russia,
2003-09-27T11:33:25.080Z,50.038,87.813,16,7.3,us,2020-01-04T02:45:42.750Z,southwestern Siberia, Russia,
2000-10-27T00:08:53.540Z,54.707,94.983,33,5.5,us,2017-04-13T22:13:20.488Z,southwestern Siberia, Russia,
2012-05-12T23:28:43.570Z,38.612,70.354,10,5.7,us,2017-10-11T20:07:06.962Z,Tajikistan,Tajikistan,
2011-01-24T02:45:31.520Z,38.413,72.791,110,6,us,2020-01-04T08:32:10.885Z,Tajikistan,Tajikistan,
2008-10-05T15:55:24.280Z,39.359,73.663,35,5.9,us,2020-01-04T06:34:30.047Z,Tajikistan,Tajikistan,
2007-11-06T02:15:46.730Z,38.155,73.264,131.3,5.5,us,2016-11-10T01:47:43.893Z,Tajikistan,Tajikistan,
2006-07-06T03:57:50.730Z,39.119,71.836,7,5.8,us,2020-01-04T04:41:29.610Z,Tajikistan,Tajikistan,
2005-02-25T23:04:04.020Z,38.107,72.707,114.9,5.7,us,2020-01-04T03:47:32.810Z,Tajikistan,Tajikistan,
2004-11-17T20:58:22.310Z,39.189,71.857,20,5.8,us,2020-01-04T03:29:05.987Z,Tajikistan,Tajikistan,
2002-04-14T02:04:21.140Z,38.531,73.405,117.5,5.5,us,2016-11-09T22:17:47.775Z,Tajikistan,Tajikistan,
2001-09-02T16:58:01.110Z,38.804,72.154,33,5.5,us,2020-01-04T01:11:18.434Z,Tajikistan,Tajikistan,
2000-05-01T18:41:41.800Z,38.176,73.053,140.5,5.6,us,2016-11-09T22:25:21.770Z,Tajikistan,Tajikistan,
2005-01-25T16:44:16.130Z,37.622,43.703,41.2,5.9,us,2020-02-06T20:46:17.891Z,Turkey-Iraq border region,,4.2
2000-12-06T17:11:06.400Z,39.566,54.799,30,7,us,2020-02-06T20:14:26.716Z,Turkmenistan,Turkmenistan,
2000-08-22T16:55:13.700Z,38.117,57.376,10,5.9,us,2020-01-04T00:05:55.427Z,Turkmenistan,Turkmenistan,
2004-10-07T21:46:20.300Z,37.125,54.477,34.6,5.6,us,2020-01-04T03:22:41.316Z,Turkmenistan-Iran border region,,
2001-03-24T06:27:53.580Z,34.083,132.526,50,6.8,us,2020-02-06T20:18:18.398Z,western Honshu, Japan,
2000-10-30T16:42:51.710Z,34.3,136.214,34.9,5.5,us,2020-02-06T20:13:45.331Z,western Honshu, Japan,
2000-10-06T04:30:19.150Z,35.456,133.134,10,6.7,us,2020-02-06T20:13:27.082Z,western Honshu, Japan,
2000-04-21T11:06:16.020Z,35.667,135.486,346.5,5.5,us,2020-01-03T23:49:13.482Z,western Honshu, Japan,
2006-03-31T01:17:00.960Z,33.5,48.78,7,6.1,us,2020-02-06T20:55:12.331Z,western Iran,Iran,
2002-09-25T22:28:11.920Z,31.995,49.329,10,5.6,us,2020-02-06T20:26:22.268Z,western Iran,Iran,
2002-06-22T02:58:21.300Z,35.626,49.047,10,6.5,us,2020-02-06T20:25:41.622Z,western Iran,Iran,
2006-06-15T06:49:48.830Z,45.389,97.354,9,5.8,us,2016-11-10T01:23:54.722Z,western Mongolia,,
2005-07-26T04:08:37.160Z,45.365,-112.615,12.9,5.6,us,2020-02-06T20:50:19.536Z,western Montana,US,
2011-05-19T20:15:22.940Z,39.149,29.103,7,5.8,us,2020-01-04T09:05:21.981Z,western Turkey,Turkey,
2005-01-10T23:48:50.020Z,37.017,27.804,15.9,5.5,us,2020-02-06T20:46:02.907Z,western Turkey,Turkey,
2003-07-06T19:10:28.160Z,40.445,26.024,17.1,5.7,us,2020-02-06T20:30:46.477Z,western Turkey,Turkey,1.6
2003-05-03T11:22:40.630Z,36.884,31.536,135.3,5.5,us,2020-01-04T02:23:33.956Z,western Turkey,Turkey,1.7
2002-02-03T09:26:43.350Z,38.632,30.902,10,6,us,2020-02-06T20:24:00.231Z,western Turkey,Turkey,
2002-02-03T07:14:36.420Z,38.701,30.872,10,5.5,us,2020-02-06T20:23:49.009Z,western Turkey,Turkey,
2002-02-03T07:11:28.410Z,38.573,31.271,5,6.5,us,2020-02-06T20:23:25.599Z,western Turkey,Turkey,
2000-12-15T16:44:47.660Z,38.457,31.351,10,6,us,2020-02-06T20:15:00.147Z,western Turkey,Turkey,
2000-04-21T12:23:10.510Z,37.842,29.328,33,5.5,us,2020-02-06T20:06:54.593Z,western Turkey,Turkey,
2008-06-29T12:47:26.620Z,35.658,88.307,10,5.5,us,2016-11-10T01:58:03.625Z,western Xizang,Xizang,
2008-01-22T18:43:32.740Z,32.349,85.262,5.4,5.5,us,2016-11-10T01:51:00.077Z,western Xizang,Xizang,13.4
2008-01-16T11:54:44.120Z,32.331,85.158,9,5.9,us,2020-01-04T06:01:10.671Z,western Xizang,Xizang,
2008-01-09T08:26:45.490Z,32.288,85.166,10,6.4,us,2020-01-04T06:00:31.748Z,western Xizang,Xizang,
2007-05-05T08:51:39.090Z,34.248,81.967,9,6.1,us,2020-01-04T05:19:56.269Z,western Xizang,Xizang,
2006-04-14T09:27:40.100Z,35.314,89.669,10,5.6,us,2016-11-10T01:20:28.591Z,western Xizang,Xizang,
2004-03-27T18:47:29.200Z,33.954,89.179,8,6,us,2020-01-04T03:04:44.472Z,western Xizang,Xizang,
2001-03-05T15:50:06.960Z,34.369,86.902,33,5.9,us,2020-01-04T00:50:28.460Z,western Xizang,Xizang,
2012-08-12T10:47:06.450Z,35.661,82.518,13,6.2,us,2017-10-11T20:11:24.197Z,Xinjiang-Xizang border region,,
2008-03-20T23:12:00.830Z,35.513,81.433,10,5.6,us,2020-01-04T06:09:43.775Z,Xinjiang-Xizang border region,,
2008-03-20T22:32:57.930Z,35.49,81.467,10,7.2,us,2020-01-04T06:09:24.866Z,Xinjiang-Xizang border region,,
2010-03-24T02:06:10.630Z,32.509,92.708,7,5.7,us,2020-01-04T07:52:48.831Z,Xizang-Qinghai border region,,
2004-08-24T10:05:34.470Z,32.542,92.19,10,5.5,us,2020-01-04T03:18:01.917Z,Xizang-Qinghai border region,,
2003-07-07T06:55:43.020Z,34.606,89.475,17.7,5.8,us,2016-11-09T22:55:48.790Z,Xizang-Qinghai border region,,
2000-01-05T09:45:18.710Z,32.222,92.7,33,5.5,us,2020-01-03T23:39:57.182Z,Xizang-Qinghai border region,,
